"","Action.taken.OIPM","Action.taken.year","Allegation.short","Allegation.primary.key"
"5005","None",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","8e36ab63f4cf6b25f5644dcf1c543c0d"
"5006","None",2015,"Professionalism","6838fd337b61d5213ea124411031cf0f"
"5007","None",2016,"NEGLECT OF DUTY","fc7c82c65e92300a5779b9717048b815"
"5008","None",2017,"Professionalism","d92132b07c91ae10b7fd66393115eb5a"
"5009","Letter of Reprimand",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","77f06731cef9f2d8ac559328b7dc458b"
"5010","Unknown action taken",2015,"Use Of Alcohol/Drugs Off-Duty","007722f8b4861e9ddab2709b02cb9bfd"
"5011","Dismissed",2015,"Use of Drugs/Substance Abuse Testing","9ba849f4592178197e7105f645c15eff"
"5012","None",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","a1f11527cb9938f16277d4c26441aece"
"5013","None",2016,"UNAUTHORIZED FORCE","608fd9b8f812095d31a32bf6c1a4ab7b"
"5014","None",2016,"UNAUTHORIZED FORCE","388886c03be4a9d2056e651b1e497167"
"5015","None",2016,"UNAUTHORIZED FORCE","a53f431d0be346bfd81c074a393285bd"
"5016","DI-2",2015,"NEGLECT OF DUTY","d6ffdef1cbfb22f7aef65e2d5e0c416b"
"5017","Suspension",2015,"NEGLECT OF DUTY","479d76d7e88b09904a0ab27bd1476942"
"5018","Suspension",2015,"Use Of Alcohol/Drugs Off-Duty","ecba871f7c1534a447f41874944a9939"
"5019","None",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","b146537d156f63acbd453aecb9bea7f2"
"5020","Suspension",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","94f523d3224e5410ffc18b108ef1c563"
"5021","None",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","dc6e6be9067081a5e729a29d9a33f2c7"
"5022","DI-2",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","bd9a39115086bf818b32bc9727f059ff"
"5023","None",2016,"ADHERENCE TO LAW","93bd9bba5823a22831d09224ac4b434b"
"5024","None",2016,"UNAUTHORIZED FORCE","ed5d23ad7b293f586ae657cc2d6ad1e9"
"5025","None",2016,"NEGLECT OF DUTY","401edf2bbfd359686403dcef0b72d526"
"5026","Suspension",2015,"ADHERENCE TO LAW","c3b2e72014d67fee9bb22caeaf9a90ca"
"5027","None",2015,"HONESTY AND TRUTHFULNESS","65140840fac6c4bf58817427e6a0bbdb"
"5028","Letter of Reprimand",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","1ea3fffdb65ebd9793217b3826b938e5"
"5029","None",2016,"Professionalism","398243e73c913384556ca94cbd2a984c"
"5030","None",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","db8cd763cff7b99d95337feb6d4aa542"
"5031","None",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","94b20acb0f45849460c0b987c763aa25"
"5032","None",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","c445cb06f8fa639e989138795f67c85f"
"5033","None",2015,"Professionalism","0ed1ffe2386f81830645f1ab8acee8b1"
"5034","None",2015,"Professionalism","d3cbd0815493257600559fa39550c2a2"
"5035","None",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","6c63aaba1954cbdaf4f0cd4c38c5f2c6"
"5036","None",2015,"NEGLECT OF DUTY","66b780e48260cc27d26d871c0b19520e"
"5037","Suspension",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","1460b149467b522169f318a9efbd4b63"
"5038","None",2016,"NEGLECT OF DUTY","378ac1979246e141eb82923cc6e44cda"
"5039","None",2016,"COURTESY","3afbf275f1d1c0becdf9cae60695d071"
"5040","Unknown action taken",2015,"Professionalism","9303757b567ebc1864113db7b49d5f83"
"5041","Letter of Reprimand",2018,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","d5174c521b670b5f705d755a0f774713"
"5042","Letter of Reprimand",2018,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","a91630eb66bb3b2d200840e9741deccb"
"5043","None",2016,"Professionalism","55add920741b3ae00b1a3a834e9110a2"
"5044","None",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","63a91f4de63d6c44f70401db1408b5bb"
"5045","None",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","0a942d895da202bbde84feb7f572a2ba"
"5046","Letter of Reprimand",2016,"NEGLECT OF DUTY","a9f250dc5ef950d31f7752932705f567"
"5047","DI-2",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","e553d2d5daf33d1b06858904ad3e83d2"
"5048","Letter of Reprimand",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","18682b27f777980184d0f19ed40e32da"
"5049","Suspension",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","aa06fd6eb09c8d7d1377c6925aa774eb"
"5050","Suspension",2016,"NEGLECT OF DUTY","661f3f66e00726f97ea9e3236704c61a"
"5051","None",2015,"Professionalism","02bd472bc079dc21ffb23734d4fcf83b"
"5052","None",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","34f5b93b069e5d6543af823a5b0ed68d"
"5053","Suspension",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","54bbe02ab8d0ff06e8c249ec63382963"
"5054","None",2015,"UNAUTHORIZED FORCE","0643f5e1a3cbf0c1a10972d50ea2e42c"
"5055","None",2015,"Professionalism","79b74c913d0a7e7c41d30b800772d581"
"5056","None",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","87407b5bcab56e12296cf918979a582d"
"5057","None",2017,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","e321c5846a198fe9dc61385d72917e6a"
"5058","None",2017,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","7573a8f5e66ae53166a4643ed68b9075"
"5059","None",2017,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","d11be897d8914379bdb80699eef46791"
"5060","None",2017,"NEGLECT OF DUTY","70c2d4196f16bee6e9635efa9032be07"
"5061","Suspension",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","b5b2d65bb63add502e4188e1f3c08d84"
"5062","None",2015,"NEGLECT OF DUTY","acebb640d4929af42e03ad1b15473e09"
"5063","None",2015,"Professionalism","673f34db134f74f91ee4c7a40cb89451"
"5064","Unknown action taken",2015,"Professionalism","eed440a5935b952d10c286eae9b9d27c"
"5065","None",2016,"NEGLECT OF DUTY","ceb7f4216c593787f84c13e777dbf687"
"5066","None",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","70389086d8605560ff3efcd735d87cec"
"5067","None",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","a31784e47cf6aa65af235f52515a887d"
"5068","None",2015,"Professionalism","29e8086d7e69ccef382fa1d5f4b0c6d8"
"5069","None",2015,"Professionalism","dbc95257df3c560968b520f1bf4f86a5"
"5070","None",2016,"Professionalism","fd29c2862bd086dbbb702f11cb936725"
"5071","None",2016,"COURTESY","86fe6701fd54045463254d3407d77586"
"5072","None",2016,"VERBAL INTIMIDATION","77108f1194e5c1c2bb07bc0cb8c2838a"
"5073","None",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","4870cd8d743d7c0f72567a9e201e11f5"
"5074","None",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","09cb65f65c6202cc6561e1010eaf14df"
"5075","None",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","e108b8b865b5346dae7197bcaff36b08"
"5076","None",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","de5918a0c932d40acc204bf8276ffdb6"
"5077","Letter of Reprimand",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","ae362f4bd309870bb30d4cc9692a1fb5"
"5078","Suspension",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","63523e913db230ab900549e95fc9c73b"
"5079","Illegitimate outcome",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","82be9959e25e6922a4c3bf2ac1e8a35b"
"5080","None",2016,"NEGLECT OF DUTY","56f3d6095cfec8d5018c6960446a962b"
"5081","None",2017,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","7a880f09385a0464bdb195a591296363"
"5082","None",2017,"Professionalism","c42a71dae4a47811ce935148bcd4b011"
"5083","None",2017,"ADHERENCE TO LAW","a9343a99f2313f00c91d92b30cb983bf"
"5084","None",2017,"NEGLECT OF DUTY","52694d42e0c38513830231e888ba42d7"
"5085","None",2017,"VERBAL INTIMIDATION","6b3647e8080b6e76c19e6247326b9f6f"
"5086","None",2017,"ADHERENCE TO LAW","2f12edcdb227959ff3d294fb0a81cbc6"
"5087","None",2017,"DISCRIMINATION","c357b656a9d35cd3365bab9d665398d9"
"5088","None",2017,"NEGLECT OF DUTY","4df7d65631385b202d2bdf48cc6b3ef8"
"5089","None",2017,"VERBAL INTIMIDATION","c22ae977a4f6ac3f2736737ce79610e2"
"5090","None",2017,"Professionalism","0081add19bf09061104fc7ca3cd538e2"
"5091","None",2015,"Professionalism","a43973a85dba5ba4634fb1c74b66c873"
"5092","Illegitimate outcome",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","7c5a1e61189f1f2178439914fb50110f"
"5093","None",2016,"Professionalism","86b9abc3108edf541c320c7b5dcccc39"
"5094","Letter of Reprimand",2016,"NEGLECT OF DUTY","c6a104571cc3230280cc84d0b98d9cbf"
"5095","Letter of Reprimand",2016,"NEGLECT OF DUTY","dddbd5c0814eeaac2602f96cf6f2adb8"
"5096","None",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","c83cb0c5bcc83a117b10193f92b17fa7"
"5097","Letter of Reprimand",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","e078963eba8f211fd1d1936800f8eb90"
"5098","None",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","4eecba9dacad52bea79190240f52d20f"
"5099","None",2015,"Professionalism","1c97352cd547efc9e30c2ed8ebb029c9"
"5100","None",2015,"Professionalism","a13debd7221f4787ae4c337dd0867ca9"
"5101","None",2016,"COURTESY","d8bad66479b3a5c99217c0ac3c64869a"
"5102","Unknown action taken",2015,"Professionalism","39b752effb938280a46786449266d62a"
"5103","None",2015,"","b13ec48a57e7c84a5049d72285c00bd3"
"5104","Letter of Reprimand",2016,"NEGLECT OF DUTY","36fa3f474559591d12e9014e231d0802"
"5105","Letter of Reprimand",2018,"NEGLECT OF DUTY","0256ba23718a435db8ababa33d7a1f4a"
"5106","None",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","5593d19340a360daeaca8729804213bb"
"5107","None",2016,"Professionalism","628d9de43e5f402c44327c14cc06860d"
"5108","None",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","46ac526acd6005dfdd8fb91f9ec99d33"
"5109","Suspension",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","446df05d1e562c05c3776dd452a4615a"
"5110","None",2016,"COURTESY","daf956888f6315471ce467c2b34d966f"
"5111","None",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","013e2e7d605f5df518ca43a9e16706d8"
"5112","None",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","dca26bb3757d40ade979009556b303e6"
"5113","None",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","e7434b75d06f07d409c73c53d088e603"
"5114","None",2016,"Professionalism","c96ba6a713bd70cae0205bdffc1e5611"
"5115","None",2016,"NEGLECT OF DUTY","797d6fb902bbdf5fd7ea33d165619da0"
"5116","None",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","59e6c3001ee90043ac935ce16082b730"
"5117","None",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","68ec86491765b7b39aace1879c795a3d"
"5118","None",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","4f7727c9f609877bf445b667a55f0d85"
"5119","None",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","0985b497da6f2e306b2b1d8b0e0cb878"
"5120","None",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","f6f5db636e67a21792d272f0373010fb"
"5121","None",2016,"NEGLECT OF DUTY","8ca417dbe63bc49f099b4ffa3dd67cdb"
"5122","None",2016,"NEGLECT OF DUTY","117e2d0f01bebbda3d6facb2bf5c3a00"
"5123","None",2016,"NEGLECT OF DUTY","ade76c7ec4994a8685494279830a97e5"
"5124","None",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","c6d0a17bd02a039826c2b1bf188738d1"
"5125","None",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","780ae2fd99f7fb1c16ea05a9a2dea56e"
"5126","None",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","a4c3aa156daf6bae6fb4317be145aa01"
"5127","Suspension",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","6e37542a424ddf98171a6c763ceda19b"
"5128","Letter of Reprimand",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","a57e16afe49bd7102999ecd79cd5d1ac"
"5129","Letter of Reprimand",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","ef877a05c37795afb38e680450a69033"
"5130","None",2017,"UNAUTHORIZED FORCE","07b262ad165f5a5d9b02f5ecf3d0aaa8"
"5131","None",2017,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","eeb1e249815bdb5269a3851f78acac83"
"5132","None",2017,"UNAUTHORIZED FORCE","fd85a55f8c24b380503798c1cb8946eb"
"5133","None",2017,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","e521052ee9e28e567fe4ec561e222394"
"5134","None",2017,"NEGLECT OF DUTY","6abbbaa6ee94fa5c07b9054a7f3d3eba"
"5135","None",2015,"ADHERENCE TO LAW","0b5e70b4ecd4b1455cd2474cbb7b9d50"
"5136","Letter of Reprimand",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","b43b9326c85a82f9c368af83ecda59ba"
"5137","None",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","a29cb2b53e9abb413144aff237e1001e"
"5138","Letter of Reprimand",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","c0e023a322194b0ca9ce01203706ba67"
"5139","Letter of Reprimand",2016,"NEGLECT OF DUTY","71501ff0b13b4e4294cf23072cd0d0e7"
"5140","Letter of Reprimand",2016,"NEGLECT OF DUTY","833e46856dcecc74b0674690253ad14a"
"5141","None",2015,"Professionalism","4a58750941d5f11180b44b210675eba7"
"5142","Suspension",2015,"NEGLECT OF DUTY","f5a9f71d0888b9b719c50618128cffe4"
"5143","Suspension",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","4cdb815e128f2cb801b1898810385e93"
"5144","Suspension",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","1078fb54cb46a09c1288ab40beff2677"
"5145","None",2016,"Use of Drugs/Substance Abuse Testing","091730d5fd86499e8a0a4076291c821a"
"5146","None",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","2dc56b2a379244a80461c4c850ddec88"
"5147","Letter of Reprimand",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","61c572f124c558e6b709286c56dd59fb"
"5148","None",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","6f05d6643718f57706ab46e86ef6c9cf"
"5149","None",2016,"VERBAL INTIMIDATION","d2ccbd913f4438ca0c490c6cea42269b"
"5150","Letter of Reprimand",2018,"NEGLECT OF DUTY","8f8d417ae0a8ef80d4505a15f05e6887"
"5151","Letter of Reprimand",2018,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","5602467b8cba52d8f56c43501a9bd904"
"5152","None",2016,"Professionalism","ed6278fa9d9fcfaf67c7694e944fbcc1"
"5153","None",2016,"Professionalism","b5827465da5c28b96110bc9c120fc97f"
"5154","None",2016,"Professionalism","bfa5545a6c7349a0c31b6bb5a8cf46c5"
"5155","None",2016,"NEGLECT OF DUTY","0de2d48e7c343ce44df3d080640d7625"
"5156","None",2016,"Professionalism","0319c4a30c38bc4fd76e2063f62161f1"
"5157","None",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","8bd13c061eac5be31ccebfc14097edf6"
"5158","None",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","60c6f2009ac7292b8e1a492cee77b5fb"
"5159","None",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","576e5aaf41aca17b5ff27094e36f08c7"
"5160","Suspension",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","e2da4622d07b3ba69d0107e2d37ecd1e"
"5161","Suspension",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","cf5c17ba0bbaedd71ad7303aca583f97"
"5162","Suspension",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","705c2b75bd71a4d476967dd6f20fe7f7"
"5163","Letter of Reprimand",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","8a426ed154b7e133c5b24db5bccb73b9"
"5164","Letter of Reprimand",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","92b088fe6103fad4f3e7327545e104dd"
"5165","None",2016,"NEGLECT OF DUTY","3760022dbf040c43dc1c98e9baa9d14b"
"5166","None",2016,"NEGLECT OF DUTY","94465c529dd2e27db347dd5d86b5139a"
"5167","Suspension",2016,"Social Networking Websites....etc.","1717044f95cfe8f329e8f7bf3db71d53"
"5168","Suspension",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","7c2cfff2e524adb231d87d4a56e02a2e"
"5169","Suspension",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","a2d9df1c12a3165b3ae248aa0dac92a0"
"5170","None",2016,"Professionalism","e58eb1490dda2599791b2e95b85d497f"
"5171","None",2016,"Professionalism","ad547ae23fee81d5ccd76ef602013850"
"5172","None",2015,"NEGLECT OF DUTY","0e23a5b0f39b53f9bf50592991d39d93"
"5173","None",2015,"NEGLECT OF DUTY","7c8269c92663ddf6b7d77f2fbc6acfd9"
"5174","None",2016,"ADHERENCE TO LAW","453644eb7060fb0b91a9173555792249"
"5175","Letter of Reprimand",2016,"NEGLECT OF DUTY","d9e7da5c0acef1ffaf2912e9742dc973"
"5176","None",2015,"NEGLECT OF DUTY","401b01d6cddab92af9a112df7dfac0de"
"5177","None",2015,"NEGLECT OF DUTY","815b6d3bf9a621bc517d2e74dcdfd050"
"5178","None",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","df35c1f437a80ff575a4ad5aaac71d29"
"5179","Letter of Reprimand",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","29e9671d52e32537911fb340660180f4"
"5180","Suspension",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","7bbe78667988866f693572658624c7d7"
"5181","Letter of Reprimand",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","3d5ff3d52b8452c1ff89a498df74ec84"
"5182","Suspension",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","20b36cd17d7488148bd6f0bf31a184be"
"5183","Letter of Reprimand",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","54b8a8f4e201ead1c5936ce3c832eb76"
"5184","Letter of Reprimand",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","efbbaa2d7f3ddc534b9d729a8238a285"
"5185","None",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","f2904040fc4c1818b5e2e977072b7b6d"
"5186","None",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","a96970e8ac61c225a1ce2d8947fea25b"
"5187","None",2016,"NEGLECT OF DUTY","38e4546bedadbf9cf04aa47abbf019e5"
"5188","Suspension",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","580f564062133943954235910d662165"
"5189","Letter of Reprimand",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","4f27ad6573503d5016555bcd4999f3eb"
"5190","None",2016,"NEGLECT OF DUTY","164733a283097380103204088759de24"
"5191","None",2016,"HONESTY AND TRUTHFULNESS","2d812d8068c8795d0d8a9b1272b10b9e"
"5192","Illegitimate outcome",2016,"","57bd1eb66b9fa1941ef5570ccd9b0cce"
"5193","None",2016,"FALSE OR INACCURATE REPORTS","d2d5d37690d1c868e84c5fcfc1e03b01"
"5194","None",2016,"NEGLECT OF DUTY","a24ae22b2d37e5f33937d3646a181c52"
"5195","None",2015,"DEVOTING ENTIRE TIME TO DUTY","be7ea6e180c2f25118a75b33f07d461d"
"5196","None",2016,"INTERFERING WITH INVESTIGATIONS","a39da0eed30fff357d3ab6007999fc93"
"5197","None",2013,"Professionalism","92f3fe4814ee8188632e33b79718e6ed"
"5198","None",2016,"Professionalism","cfb063b3093b494371c9b0dd22585d8f"
"5199","None",2016,"Professionalism","be665ff75a8115fc3b1fa8dda104b98d"
"5200","Suspension",2015,"NEGLECT OF DUTY","f293f7ad52c66f32d9b13f557c85a6ce"
"5201","None",2015,"Professionalism","1772d507933244c852c9cabec5d1a377"
"5202","Letter of Reprimand",2017,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","1a591a9f4e28923fc28eff5ebcc072ca"
"5203","Suspension",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","02458a7417796bc936b38506e5abd6dc"
"5204","Suspension",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","ea20aeae20b621d8a02a37270e76f776"
"5205","Letter of Reprimand",2016,"NEGLECT OF DUTY","434842bad31aa08566b5289022d96715"
"5206","Suspension",2015,"NEGLECT OF DUTY","47ef4447b54cdd25d256e80ef9e0838e"
"5207","None",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","b4e9494e36ad5fddb618f840d0511d81"
"5208","None",2016,"SECURITY OF RECORDS","cf3ea95b04c0e30627931bf2f7650638"
"5209","None",2016,"SECURITY OF RECORDS","79e9236da537608b00e9a52ed6f7682e"
"5210","None",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","1e0f4f7721dee474787263250b6b5eed"
"5211","None",2015,"ADHERENCE TO LAW","b9d88f90a52880dc73d1fd84a1f6362c"
"5212","None",2015,"ADHERENCE TO LAW","de62370ffb677a8486cdd613711e59a3"
"5213","None",2015,"ADHERENCE TO LAW","7b7d3fe73c015c8d981b0a2dbaa6b112"
"5214","Suspension",2016,"UNAUTHORIZED FORCE","ac5d55250200841fa060a3e14e5b981f"
"5215","Suspension",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","8cc12fe789dea3133335ab396ce2673e"
"5216","Letter of Reprimand",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","81c5699717e6fc287dcf5b4a12e450c2"
"5217","None",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","53900917a3a4061b088763b994a7bd7f"
"5218","Letter of Reprimand",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","47b2e696c75ffb19ca67904ee4924104"
"5219","Suspension",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","475966ab013f023cf6b065854efea81e"
"5220","Letter of Reprimand",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","0be3be21683085ed6ca55bc92dd03ceb"
"5221","Suspension",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","86357bda1e1a5c37ec3a76cdd9e2a9f5"
"5222","None",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","5272d4cd1dcd9f01b9a774c933e9d2be"
"5223","Illegitimate outcome",2016,"NEGLECT OF DUTY","85b63c7112e3d6a57d64b88594412b7b"
"5224","None",2016,"FALSE OR INACCURATE REPORTS","20e33f19385c73309aa8940fd7986f16"
"5225","None",2015,"ADHERENCE TO LAW","5a9e63b798280a8e21460408e8119cd4"
"5226","Illegitimate outcome",2016,"ADHERENCE TO LAW","b8491063db9237e1aba2b3b72648fa7c"
"5227","None",2016,"ADHERENCE TO LAW","3b9cb36bcf3a9fdefcfe7b031a866ed4"
"5228","Letter of Reprimand",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","b0fd642d3a6283494954005b1d9573bd"
"5229","Letter of Reprimand",2016,"Professionalism","7f49416fabdc7718214480d0748f9324"
"5230","None",2017,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","8eaeadc99ffcfad5c7f8bcf6117c1127"
"5231","None",2016,"FALSE OR INACCURATE REPORTS","190435daf25547f89115c8f8444cbdc2"
"5232","None",2016,"NEGLECT OF DUTY","f8acdc672b330ca86bf6233ca57b2fe6"
"5233","None",2015,"Professionalism","c0fb5d6c590fd62553f9910a6d2742a1"
"5234","None",2016,"Professionalism","5a45703183beb4cee7eed0402bd03f66"
"5235","None",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","977f7249062fcbe61a963869a24f8eb6"
"5236","None",2016,"Professionalism","722c41c7f0f058f36d737fc45def7f6f"
"5237","Letter of Reprimand",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","58148f0fc3f4cf35ef5e7a54b01add9e"
"5238","None",2016,"COURTESY","4742a9827028fc472434c1758e12a282"
"5239","Letter of Reprimand",2015,"NEGLECT OF DUTY","379deab795632235421167dc9dd5b74b"
"5240","None",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","1433b305b1f7bbaadefd83c8b537c618"
"5241","Letter of Reprimand",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","4132c00362043c395dad26ae177b8d22"
"5242","Letter of Reprimand",2015,"NEGLECT OF DUTY","b3acd26e85056cfb4946ff99f586edb7"
"5243","None",2016,"NEGLECT OF DUTY","13ebbb26acd2017021948a7015d81d5a"
"5244","None",2016,"NEGLECT OF DUTY","6c9febc17850d752b1ce62d21bc06b49"
"5245","None",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","e6174ef9deb266426b3aec4fc7478de9"
"5246","Suspension",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","b0b4552bc2a522903628cad9ecef66cf"
"5247","None",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","2222adadd7023f498a06f51584060a90"
"5248","Letter of Reprimand",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","1b98a6deb7a56dadd70bd78cd054274f"
"5249","Letter of Reprimand",2017,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","5c1ff1fa09cd3d4e6f23389e2612cca7"
"5250","Suspension",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","e27101022bcf0d1b0b02c70820aa4714"
"5251","Letter of Reprimand",2016,"NEGLECT OF DUTY","ede81e6a12095b71c5ff1b7440a481ac"
"5252","Suspension",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","01766e787bdf6372d79a2485b1240ed0"
"5253","Suspension",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","f4716294677f2d9e8ff6daf1f82c4153"
"5254","None",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","f70c3be82c8915f559530db420e535ff"
"5255","None",2016,"Professionalism","f9c1db616ac3ce826bd06c1ebc66aad3"
"5256","None",2016,"DISCRIMINATION","0387d87f164f7ed8aefc4fd828d92d0e"
"5257","None",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","5b3e5072afeaa028d532918ee820e6dc"
"5258","None",2016,"Professionalism","c888da9001973e8d031ac453b1794969"
"5259","None",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","06f3a8674a06a22e2e834563d1f50c28"
"5260","None",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","42cd80b88c4ded898b3429ac37705769"
